ZIM;302:770;24-9-21 18:44:15
ZIM;321:789;24-9-21 18:44:20
ZIM;341:614;24-9-21 18:44:23
ZIM;360:516;24-9-21 18:44:28
ZIM;360:633;24-9-21 18:44:28
ZIM;380:809;24-9-21 18:44:34
ZIM;360:828;24-9-21 18:44:34
ZIM;360:1023;24-9-21 18:44:35
ZIM;399:945;24-9-21 18:44:39
ZIM;419:575;24-9-21 18:44:42
ZIM;419:770;24-9-21 18:44:43
ZIM;419:497;24-9-21 18:44:46
ZIM;458:575;24-9-21 18:44:51
ZIM;458:887;24-9-21 18:44:53
ZIM;536:965;24-9-21 18:45:12
ZIM;516:1023;24-9-21 18:45:12
ZIM;653:497;24-9-21 18:45:42
ZIM;692:536;24-9-21 18:45:47
ZIM;711:360;24-9-21 18:45:55
ZIM;750:282;24-9-21 18:46:04
ZIM;789:555;24-9-21 18:46:10
ZIM;809:497;24-9-21 18:46:14
ZIM;828:1062;24-9-21 18:46:21
ZIM;828:1101;24-9-21 18:46:22
ZIM;848:536;24-9-21 18:46:23
ZIM;848:1082;24-9-21 18:46:26
ZIM;867:516;24-9-21 18:46:28
ZIM;867:906;24-9-21 18:46:29
ZIM;867:945;24-9-21 18:46:30
ZIM;867:1023;24-9-21 18:46:30
ZIM;867:1062;24-9-21 18:46:30
ZIM;867:1101;24-9-21 18:46:30
ZIM;887:497;24-9-21 18:46:32
ZIM;887:887;24-9-21 18:46:34
ZIM;887:926;24-9-21 18:46:34
ZIM;887:965;24-9-21 18:46:34
ZIM;906:204;24-9-21 18:46:35
ZIM;906:399;24-9-21 18:46:36
ZIM;906:516;24-9-21 18:46:37
ZIM;906:633;24-9-21 18:46:37
ZIM;906:828;24-9-21 18:46:38
ZIM;906:867;24-9-21 18:46:39
ZIM;906:945;24-9-21 18:46:39
ZIM;906:984;24-9-21 18:46:39
ZIM;906:1023;24-9-21 18:46:39
ZIM;906:1062;24-9-21 18:46:40
ZIM;926:497;24-9-21 18:46:41
ZIM;926:692;24-9-21 18:46:42
ZIM;926:887;24-9-21 18:46:43
ZIM;945:633;24-9-21 18:46:47
ZIM;945:867;24-9-21 18:46:48
ZIM;945:906;24-9-21 18:46:48
ZIM;945:1023;24-9-21 18:46:48
ZIM;965:497;24-9-21 18:46:50
ZIM;965:848;24-9-21 18:46:52
ZIM;965:887;24-9-21 18:46:52
ZIM;965:926;24-9-21 18:46:53
ZIM;965:965;24-9-21 18:46:53
ZIM;945:828;24-9-21 18:46:53
ZIM;965:1082;24-9-21 18:46:53
ZIM;984:867;24-9-21 18:46:57
ZIM;984:906;24-9-21 18:46:57
ZIM;984:945;24-9-21 18:46:58
ZIM;984:984;24-9-21 18:46:58
ZIM;984:1062;24-9-21 18:46:58
ZIM;1004:1043;24-9-21 18:47:03
ZIM;1004:1082;24-9-21 18:47:03
ZIM;1023:1062;24-9-21 18:47:07
ZIM;1023:1101;24-9-21 18:47:08
ZIM;1062:1062;24-9-21 18:47:16
ZIM;282:243;24-9-21 18:48:18
ZIM;438:282;24-9-21 18:51:18
ZIM;594:1023;24-9-21 18:53:20
ZIM;789:984;24-9-21 18:55:05
ZIM;809:965;24-9-21 18:56:35
ZIM;770:263;24-9-21 18:56:48
ZIM;497:1043;24-9-21 19:07:48
ZIM;555:633;24-9-21 19:07:54
ZIM;555:867;24-9-21 19:45:36
ZIM;653:575;24-9-21 20:05:05
ZIM;789:594;24-9-21 20:05:24
ZIM;848:614;24-9-21 20:10:24
ZIM;848:575;24-9-21 20:11:29
ZIM;828:555;24-9-21 20:14:16
ZIM;867:594;24-9-21 20:16:20
ZIM;555:750;24-9-21 20:18:37
ZIM;594:633;24-9-21 20:27:15
ZIM;321:516;24-9-21 20:30:24
ZIM;360:555;24-9-21 20:31:55
ZIM;653:770;24-9-21 20:32:29
ZIM;575:965;24-9-21 20:38:18
ZIM;731:692;24-9-21 21:08:35
ZIM;711:711;24-9-21 21:10:07
ZIM;321:555;24-9-21 21:18:41
ZIM;672:711;24-9-21 21:20:49
ZIM;516:633;24-9-21 21:21:45
ZIM;516:555;24-9-21 21:21:57
ZIM;633:360;24-9-21 21:25:54
ZIM;302:1004;24-9-21 21:27:17
ZIM;302:575;24-9-21 21:28:23
ZIM;653:341;24-9-21 21:30:44
ZIM;633:594;24-9-21 21:31:45
ZIM;516:672;24-9-21 21:32:33
ZIM;672:321;24-9-21 21:37:02
ZIM;848:497;24-9-21 21:37:41
ZIM;360:984;24-9-21 21:37:49
ZIM;984:516;24-9-21 21:37:56
ZIM;438:633;24-9-21 21:38:08
ZIM;458:185;24-9-21 21:38:08
ZIM;653:185;24-9-21 21:38:09
ZIM;692:185;24-9-21 21:38:20
ZIM;399:555;24-9-21 21:38:27
ZIM;945:516;24-9-21 21:38:35
ZIM;731:185;24-9-21 21:38:40
ZIM;575:185;24-9-21 21:38:43
ZIM;770:185;24-9-21 21:38:56
ZIM;380:185;24-9-21 21:39:09
ZIM;419:185;24-9-21 21:39:11
ZIM;848:185;24-9-21 21:39:14
ZIM;536:185;24-9-21 21:39:31
ZIM;516:243;24-9-21 21:39:35
ZIM;360:594;24-9-21 21:39:55
ZIM;887:185;24-9-21 21:39:59
ZIM;653:380;24-9-21 21:40:03
ZIM;750:555;24-9-21 21:40:06
ZIM;516:282;24-9-21 21:40:12
ZIM;419:263;24-9-21 21:40:19
